sample_id,x_active_quantity,authorized,architecture,direct_x_visible,observable_y
193,25,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
194,32,1,centralized_plaintext,1,"[""[11,20,10,11,11,0,0,0,0,0]"", ""[37,48,89,74,87,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
194,32,1,trusted_encrypted_database,1,"[""[11,20,10,11,11,0,0,0,0,0]"", ""[37,48,89,74,87,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
194,32,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
195,29,1,centralized_plaintext,1,"[""[18,4,7,0,0,0,0,0,0,0]"", ""[89,79,88,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
195,29,1,trusted_encrypted_database,1,"[""[18,4,7,0,0,0,0,0,0,0]"", ""[89,79,88,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
195,29,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
196,0,1,centralized_plaintext,1,"[""[9,19,5,0,0,0,0,0,0,0]"", ""[65,56,51,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
196,0,1,trusted_encrypted_database,1,"[""[9,19,5,0,0,0,0,0,0,0]"", ""[65,56,51,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
196,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
197,9,1,centralized_plaintext,1,"[""[12,9,1,4,0,0,0,0,0,0]"", ""[11,89,2,60,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
197,9,1,trusted_encrypted_database,1,"[""[12,9,1,4,0,0,0,0,0,0]"", ""[11,89,2,60,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
197,9,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
198,42,1,centralized_plaintext,1,"[""[13,3,7,13,12,14,0,0,0,0]"", ""[86,85,12,34,73,93,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
198,42,1,trusted_encrypted_database,1,"[""[13,3,7,13,12,14,0,0,0,0]"", ""[86,85,12,34,73,93,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
198,42,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
199,32,1,centralized_plaintext,1,"[""[4,7,20,1,0,0,0,0,0,0]"", ""[77,97,89,80,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
199,32,1,trusted_encrypted_database,1,"[""[4,7,20,1,0,0,0,0,0,0]"", ""[77,97,89,80,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
199,32,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
200,45,1,centralized_plaintext,1,"[""[2,13,6,20,4,0,0,0,0,0]"", ""[100,85,80,98,72,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
200,45,1,trusted_encrypted_database,1,"[""[2,13,6,20,4,0,0,0,0,0]"", ""[100,85,80,98,72,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
200,45,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
201,21,1,centralized_plaintext,1,"[""[8,13,0,0,0,0,0,0,0,0]"", ""[88,74,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
201,21,1,trusted_encrypted_database,1,"[""[8,13,0,0,0,0,0,0,0,0]"", ""[88,74,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
201,21,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
202,71,0,centralized_plaintext,1,"[""[19,18,12,7,15,0,0,0,0,0]"", ""[93,79,77,85,88,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
202,71,0,trusted_encrypted_database,1,"[""[19,18,12,7,15,0,0,0,0,0]"", ""[93,79,77,85,88,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
202,71,0,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
203,0,1,centralized_plaintext,1,"[""[17,16,0,0,0,0,0,0,0,0]"", ""[59,21,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
203,0,1,trusted_encrypted_database,1,"[""[17,16,0,0,0,0,0,0,0,0]"", ""[59,21,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
203,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
204,46,1,centralized_plaintext,1,"[""[19,13,9,5,0,0,0,0,0,0]"", ""[75,77,100,91,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
204,46,1,trusted_encrypted_database,1,"[""[19,13,9,5,0,0,0,0,0,0]"", ""[75,77,100,91,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
204,46,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
205,47,1,centralized_plaintext,1,"[""[17,10,15,1,18,12,14,0,0,0]"", ""[91,12,83,88,39,12,78,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
205,47,1,trusted_encrypted_database,1,"[""[17,10,15,1,18,12,14,0,0,0]"", ""[91,12,83,88,39,12,78,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
205,47,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
206,55,0,centralized_plaintext,1,"[""[18,13,5,20,19,8,14,0,0,0]"", ""[51,99,55,77,3,96,100,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
206,55,0,trusted_encrypted_database,1,"[""[18,13,5,20,19,8,14,0,0,0]"", ""[51,99,55,77,3,96,100,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
206,55,0,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
207,28,1,centralized_plaintext,1,"[""[18,7,19,9,0,0,0,0,0,0]"", ""[24,69,74,85,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
207,28,1,trusted_encrypted_database,1,"[""[18,7,19,9,0,0,0,0,0,0]"", ""[24,69,74,85,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
207,28,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
208,12,1,centralized_plaintext,1,"[""[8,4,16,0,0,0,0,0,0,0]"", ""[89,89,54,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
208,12,1,trusted_encrypted_database,1,"[""[8,4,16,0,0,0,0,0,0,0]"", ""[89,89,54,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
208,12,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
209,35,1,centralized_plaintext,1,"[""[18,10,11,2,15,9,2,5,0,0]"", ""[30,28,78,72,86,63,100,97,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
209,35,1,trusted_encrypted_database,1,"[""[18,10,11,2,15,9,2,5,0,0]"", ""[30,28,78,72,86,63,100,97,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
209,35,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
210,12,1,centralized_plaintext,1,"[""[10,18,12,0,0,0,0,0,0,0]"", ""[3,44,81,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
210,12,1,trusted_encrypted_database,1,"[""[10,18,12,0,0,0,0,0,0,0]"", ""[3,44,81,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
210,12,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
211,27,1,centralized_plaintext,1,"[""[19,4,13,6,8,20,2,0,0,0]"", ""[38,91,86,1,73,50,80,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
211,27,1,trusted_encrypted_database,1,"[""[19,4,13,6,8,20,2,0,0,0]"", ""[38,91,86,1,73,50,80,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
211,27,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
212,45,1,centralized_plaintext,1,"[""[7,19,5,3,15,3,19,19,0,0]"", ""[50,85,76,76,83,88,17,65,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
212,45,1,trusted_encrypted_database,1,"[""[7,19,5,3,15,3,19,19,0,0]"", ""[50,85,76,76,83,88,17,65,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
212,45,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
213,35,1,centralized_plaintext,1,"[""[14,6,15,0,0,0,0,0,0,0]"", ""[85,97,91,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
213,35,1,trusted_encrypted_database,1,"[""[14,6,15,0,0,0,0,0,0,0]"", ""[85,97,91,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
213,35,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
214,12,1,centralized_plaintext,1,"[""[13,10,12,0,0,0,0,0,0,0]"", ""[23,49,93,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
214,12,1,trusted_encrypted_database,1,"[""[13,10,12,0,0,0,0,0,0,0]"", ""[23,49,93,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
214,12,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
215,27,1,centralized_plaintext,1,"[""[13,5,10,14,2,10,10,0,0,0]"", ""[1,71,74,60,73,80,28,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
215,27,1,trusted_encrypted_database,1,"[""[13,5,10,14,2,10,10,0,0,0]"", ""[1,71,74,60,73,80,28,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
215,27,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
216,5,1,centralized_plaintext,1,"[""[14,17,5,1,0,0,0,0,0,0]"", ""[2,17,75,52,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
216,5,1,trusted_encrypted_database,1,"[""[14,17,5,1,0,0,0,0,0,0]"", ""[2,17,75,52,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
216,5,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
217,53,0,centralized_plaintext,1,"[""[1,9,8,3,17,18,17,0,0,0]"", ""[96,73,93,62,92,84,16,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
217,53,0,trusted_encrypted_database,1,"[""[1,9,8,3,17,18,17,0,0,0]"", ""[96,73,93,62,92,84,16,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
217,53,0,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
218,57,0,centralized_plaintext,1,"[""[9,10,17,19,16,1,11,7,0,0]"", ""[88,58,92,89,64,95,90,12,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
218,57,0,trusted_encrypted_database,1,"[""[9,10,17,19,16,1,11,7,0,0]"", ""[88,58,92,89,64,95,90,12,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
218,57,0,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
219,37,1,centralized_plaintext,1,"[""[18,9,2,8,0,0,0,0,0,0]"", ""[86,97,92,72,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
219,37,1,trusted_encrypted_database,1,"[""[18,9,2,8,0,0,0,0,0,0]"", ""[86,97,92,72,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
219,37,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
220,26,1,centralized_plaintext,1,"[""[6,5,3,5,7,5,0,0,0,0]"", ""[94,66,76,75,72,96,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
220,26,1,trusted_encrypted_database,1,"[""[6,5,3,5,7,5,0,0,0,0]"", ""[94,66,76,75,72,96,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
220,26,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
221,39,1,centralized_plaintext,1,"[""[6,17,12,8,13,0,0,0,0,0]"", ""[100,9,77,91,75,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
221,39,1,trusted_encrypted_database,1,"[""[6,17,12,8,13,0,0,0,0,0]"", ""[100,9,77,91,75,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
221,39,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
222,63,0,centralized_plaintext,1,"[""[1,9,14,17,6,17,0,0,0,0]"", ""[19,81,96,100,71,88,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
222,63,0,trusted_encrypted_database,1,"[""[1,9,14,17,6,17,0,0,0,0]"", ""[19,81,96,100,71,88,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
222,63,0,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
223,0,1,centralized_plaintext,1,"[""[12,0,0,0,0,0,0,0,0,0]"", ""[16,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
223,0,1,trusted_encrypted_database,1,"[""[12,0,0,0,0,0,0,0,0,0]"", ""[16,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
223,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
224,0,1,centralized_plaintext,1,"[""[5,17,0,0,0,0,0,0,0,0]"", ""[22,45,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
224,0,1,trusted_encrypted_database,1,"[""[5,17,0,0,0,0,0,0,0,0]"", ""[22,45,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
224,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
225,44,1,centralized_plaintext,1,"[""[16,20,2,6,0,0,0,0,0,0]"", ""[100,86,72,79,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
225,44,1,trusted_encrypted_database,1,"[""[16,20,2,6,0,0,0,0,0,0]"", ""[100,86,72,79,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
225,44,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
226,81,0,centralized_plaintext,1,"[""[20,17,13,14,17,0,0,0,0,0]"", ""[85,76,86,97,80,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
226,81,0,trusted_encrypted_database,1,"[""[20,17,13,14,17,0,0,0,0,0]"", ""[85,76,86,97,80,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
226,81,0,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
227,42,1,centralized_plaintext,1,"[""[5,12,4,11,10,3,20,0,0,0]"", ""[84,86,81,83,75,22,39,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
227,42,1,trusted_encrypted_database,1,"[""[5,12,4,11,10,3,20,0,0,0]"", ""[84,86,81,83,75,22,39,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
227,42,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
228,20,1,centralized_plaintext,1,"[""[20,0,0,0,0,0,0,0,0,0]"", ""[76,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
228,20,1,trusted_encrypted_database,1,"[""[20,0,0,0,0,0,0,0,0,0]"", ""[76,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
228,20,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
229,27,1,centralized_plaintext,1,"[""[19,8,7,0,0,0,0,0,0,0]"", ""[79,83,13,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
229,27,1,trusted_encrypted_database,1,"[""[19,8,7,0,0,0,0,0,0,0]"", ""[79,83,13,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
229,27,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
230,0,1,centralized_plaintext,1,"[""[19,1,11,0,0,0,0,0,0,0]"", ""[42,50,41,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
230,0,1,trusted_encrypted_database,1,"[""[19,1,11,0,0,0,0,0,0,0]"", ""[42,50,41,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
230,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
231,0,1,centralized_plaintext,1,"[""[3,9,0,0,0,0,0,0,0,0]"", ""[51,42,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
231,0,1,trusted_encrypted_database,1,"[""[3,9,0,0,0,0,0,0,0,0]"", ""[51,42,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
231,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
232,47,1,centralized_plaintext,1,"[""[15,4,5,18,20,12,8,0,0,0]"", ""[97,84,21,52,98,29,78,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
232,47,1,trusted_encrypted_database,1,"[""[15,4,5,18,20,12,8,0,0,0]"", ""[97,84,21,52,98,29,78,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
232,47,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
233,18,1,centralized_plaintext,1,"[""[5,18,0,0,0,0,0,0,0,0]"", ""[33,79,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
233,18,1,trusted_encrypted_database,1,"[""[5,18,0,0,0,0,0,0,0,0]"", ""[33,79,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
233,18,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
234,9,1,centralized_plaintext,1,"[""[10,14,9,8,0,0,0,0,0,0]"", ""[4,8,95,47,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
234,9,1,trusted_encrypted_database,1,"[""[10,14,9,8,0,0,0,0,0,0]"", ""[4,8,95,47,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
234,9,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
235,0,1,centralized_plaintext,1,"[""[18,0,0,0,0,0,0,0,0,0]"", ""[17,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
235,0,1,trusted_encrypted_database,1,"[""[18,0,0,0,0,0,0,0,0,0]"", ""[17,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
235,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
236,0,1,centralized_plaintext,1,"[""[18,7,18,0,0,0,0,0,0,0]"", ""[3,35,15,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
236,0,1,trusted_encrypted_database,1,"[""[18,7,18,0,0,0,0,0,0,0]"", ""[3,35,15,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
236,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
237,0,1,centralized_plaintext,1,"[""[7,11,10,0,0,0,0,0,0,0]"", ""[9,29,49,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
237,0,1,trusted_encrypted_database,1,"[""[7,11,10,0,0,0,0,0,0,0]"", ""[9,29,49,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
237,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
238,6,1,centralized_plaintext,1,"[""[6,20,1,3,0,0,0,0,0,0]"", ""[89,57,65,17,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
238,6,1,trusted_encrypted_database,1,"[""[6,20,1,3,0,0,0,0,0,0]"", ""[89,57,65,17,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
238,6,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
239,0,1,centralized_plaintext,1,"[""[0,0,0,0,0,0,0,0,0,0]"", ""[0,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
239,0,1,trusted_encrypted_database,1,"[""[0,0,0,0,0,0,0,0,0,0]"", ""[0,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
239,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
240,42,1,centralized_plaintext,1,"[""[13,12,3,14,15,15,7,4,0,0]"", ""[94,42,83,51,30,71,73,71,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
240,42,1,trusted_encrypted_database,1,"[""[13,12,3,14,15,15,7,4,0,0]"", ""[94,42,83,51,30,71,73,71,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
240,42,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
241,60,0,centralized_plaintext,1,"[""[4,9,19,15,11,6,0,0,0,0]"", ""[25,90,78,75,82,88,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
241,60,0,trusted_encrypted_database,1,"[""[4,9,19,15,11,6,0,0,0,0]"", ""[25,90,78,75,82,88,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
241,60,0,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
242,67,0,centralized_plaintext,1,"[""[18,12,2,18,17,3,20,0,0,0]"", ""[86,79,73,88,89,30,56,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
242,67,0,trusted_encrypted_database,1,"[""[18,12,2,18,17,3,20,0,0,0]"", ""[86,79,73,88,89,30,56,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
242,67,0,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
243,40,1,centralized_plaintext,1,"[""[9,3,12,16,18,0,0,0,0,0]"", ""[96,77,85,81,4,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
243,40,1,trusted_encrypted_database,1,"[""[9,3,12,16,18,0,0,0,0,0]"", ""[96,77,85,81,4,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
243,40,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
244,38,1,centralized_plaintext,1,"[""[3,13,13,3,4,15,15,5,0,0]"", ""[98,100,86,50,97,4,6,84,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
244,38,1,trusted_encrypted_database,1,"[""[3,13,13,3,4,15,15,5,0,0]"", ""[98,100,86,50,97,4,6,84,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
244,38,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
245,18,1,centralized_plaintext,1,"[""[1,17,0,0,0,0,0,0,0,0]"", ""[99,79,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
245,18,1,trusted_encrypted_database,1,"[""[1,17,0,0,0,0,0,0,0,0]"", ""[99,79,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
245,18,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
246,15,1,centralized_plaintext,1,"[""[1,4,10,0,0,0,0,0,0,0]"", ""[85,84,76,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
246,15,1,trusted_encrypted_database,1,"[""[1,4,10,0,0,0,0,0,0,0]"", ""[85,84,76,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
246,15,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
247,0,1,centralized_plaintext,1,"[""[0,0,0,0,0,0,0,0,0,0]"", ""[0,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
247,0,1,trusted_encrypted_database,1,"[""[0,0,0,0,0,0,0,0,0,0]"", ""[0,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
247,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
248,32,1,centralized_plaintext,1,"[""[18,4,14,14,0,0,0,0,0,0]"", ""[79,69,21,71,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
